NOME,AREA,DECL,DURC,VCHU,IMPV,TIPO,DIAM,LESC,PMAX,VAZT,VTOT,RAZA,KSAT,ALTC,CLBO,VSUP,VINF,VGER,PSUP,PINF,VINI,VEVA,VRET,VSTO,ERRO,CENARIO 
B89,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,0.72,0.322,,0.322,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B87,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,0.72,0.322,,0.322,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B116,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.39,438.78,0.0674,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B114,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.39,438.78,0.0674,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B112,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.39,438.78,0.0674,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B110,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.5,351.56,0.0539,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B50,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.19,54.53,0.0539,33.048484848484854,85.0,1.65,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B52,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.19,54.53,0.0539,33.048484848484854,85.0,1.65,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B54,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.36,41.24,0.0404,24.9939393939394,85.0,1.65,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B56,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.36,41.24,0.0404,24.9939393939394,85.0,1.65,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B58,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.36,41.24,0.0404,24.9939393939394,85.0,1.65,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B60,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.28,41.24,0.0404,34.949152542372886,85.0,1.18,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B106,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.5,351.56,0.0539,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B104,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.5,351.56,0.0539,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B102,0.0315,1.29,75,48.8,79.1,rua,0.4,18.75,1.47,283.99,0.0405,0.0,85.0,1.0,Normal,38.61,5.21,42.76,90.29466791393828,12.184284377923294,48.8,0.0,0.0,4.62,0.01,03
B100,0.0618,1.29,75,48.8,83.0,rua,0.4,18.75,1.47,283.99,0.0405,0.0,85.0,1.0,Normal,40.42,4.24,43.75,92.38857142857142,9.691428571428572,48.8,0.0,0.0,3.7,0.03,03
B66,0.0618,1.0,75,48.8,83.0,rua,0.4,18.75,0.75,27.04,0.027,0.353,85.0,1.0,Normal,40.39,4.24,43.71,92.40448409974834,9.700297414779229,48.8,0.0,0.0,3.69,0.03,03
B62,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.28,41.24,0.0404,34.949152542372886,85.0,1.18,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B64,0.0315,1.0,75,48.8,79.1,rua,0.4,18.75,0.28,41.24,0.0404,34.949152542372886,85.0,1.18,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B65,0.0618,1.0,75,48.8,83.0,rua,0.4,18.75,1.12,320.92,0.027,0.5991701244813278,85.0,1.205,Normal,40.39,4.24,43.71,92.40448409974834,9.700297414779229,48.8,0.0,0.0,3.69,0.03,03
B63,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.37,432.02,0.0404,360.01666666666665,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B61,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.37,432.02,0.0404,360.01666666666665,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B59,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.37,432.02,0.0404,360.01666666666665,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B57,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.4,488.39,0.0404,406.9916666666667,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B55,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.4,488.39,0.0404,406.9916666666667,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B53,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.4,488.39,0.0404,406.9916666666667,85.0,1.2,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B51,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.37,599.95,0.0589,479.96,85.0,1.25,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B49,0.0315,1.0,75,48.8,79.1,rua,0.6,18.75,0.37,599.95,0.0589,479.96,85.0,1.25,Transbordamento,38.6,5.21,42.74,90.31352363125878,12.189985961628452,48.8,0.0,0.0,4.6,0.01,03
B138,0.0694,10.0,75,48.8,84.2,rua,0.4,18.75,0.15,87.61,0.0848,42.736585365853664,85.0,2.05,Transbordamento,41.12,3.94,44.29,92.84262813276132,8.895913298713028,48.8,0.0,0.0,3.53,0.03,03
B188,0.0677,6.88,75,48.8,82.1,rua,0.6,18.75,0.39,938.11,0.0298,781.7583333333333,85.0,1.2,Transbordamento,40.08,4.47,44.05,90.98751418842224,10.14755959137344,48.8,0.0,0.0,3.97,0.03,03
B189,0.0315,6.88,75,48.8,79.1,rua,0.6,18.75,0.32,909.35,0.0546,541.2797619047619,85.0,1.68,Transbordamento,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B190,0.0315,6.88,75,48.8,79.1,rua,0.6,18.75,0.32,909.35,0.0546,541.2797619047619,85.0,1.68,Transbordamento,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B191,0.0315,6.88,75,48.8,79.1,rua,0.6,18.75,0.32,909.35,0.0546,541.2797619047619,85.0,1.68,Transbordamento,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B192,0.0315,6.88,75,48.8,79.1,rua,0.6,18.75,0.32,909.35,0.0546,541.2797619047619,85.0,1.68,Transbordamento,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B193,0.0315,6.88,75,48.8,79.1,rua,0.6,18.75,0.29,784.11,0.041,648.0247933884298,85.0,1.21,Transbordamento,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B194,0.0618,6.88,75,48.8,83.0,rua,0.6,18.75,0.29,784.11,0.041,648.0247933884298,85.0,1.21,Transbordamento,40.52,4.24,44.31,91.44662604378244,9.568946061837057,48.8,0.0,0.0,3.79,0.03,03
B195,0.0618,1.03,75,48.8,83.0,rua,0.6,18.75,0.3,690.0,0.0681,565.5737704918033,85.0,1.22,Transbordamento,40.39,4.24,44.08,91.62885662431944,9.618874773139746,48.8,0.0,0.0,3.69,0.03,03
B196,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.3,690.0,0.0681,565.5737704918033,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B197,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.3,690.0,0.0681,565.5737704918033,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B198,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.3,690.0,0.0681,565.5737704918033,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B199,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.38,557.82,0.0272,464.8500000000001,85.0,1.2,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B204,0.0618,1.03,75,48.8,83.0,rua,0.4,18.75,0.33,213.02,0.0272,177.51666666666668,85.0,1.2,Transbordamento,40.39,4.24,44.08,91.62885662431944,9.618874773139746,48.8,0.0,0.0,3.69,0.03,03
B203,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.42,532.55,0.0408,455.1709401709402,85.0,1.17,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B202,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.42,532.55,0.0408,455.1709401709402,85.0,1.17,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B200,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.38,557.82,0.0272,464.8500000000001,85.0,1.2,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B201,0.0315,1.03,75,48.8,79.1,rua,0.6,18.75,0.42,532.55,0.0408,455.1709401709402,85.0,1.17,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B176,0.068,6.88,75,48.8,84.3,rua,0.4,18.75,0.12,,,0.0714285714285714,85.0,1.68,Normal,41.15,3.92,44.3,92.88939051918736,8.848758465011288,48.8,0.0,0.0,3.5,0.03,03
B177,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.12,,,0.0714285714285714,85.0,1.68,Normal,38.65,5.21,42.88,90.13526119402984,12.150186567164178,48.8,0.0,0.0,4.69,0.01,03
B178,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.12,,,0.0714285714285714,85.0,1.68,Normal,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B179,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.12,,,0.0714285714285714,85.0,1.68,Normal,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B180,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.11,,,0.0909090909090909,85.0,1.21,Normal,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B181,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.11,,,0.0909090909090909,85.0,1.21,Normal,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B182,0.0315,6.88,75,48.8,79.1,rua,0.4,18.75,0.11,,,0.0909090909090909,85.0,1.21,Normal,38.65,5.21,43.35,89.15801614763552,12.018454440599768,48.8,0.0,0.0,4.69,0.01,03
B183,0.0315,1.03,75,48.8,79.1,rua,0.4,18.75,0.11,,,0.0909090909090909,85.0,1.21,Normal,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B184,0.0315,1.03,75,48.8,79.1,rua,0.4,18.75,0.12,68.8,0.0678,56.39344262295082,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B185,0.0315,1.03,75,48.8,79.1,rua,0.4,18.75,0.12,68.8,0.0678,56.39344262295082,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B186,0.0315,1.03,75,48.8,79.1,rua,0.4,18.75,0.12,68.8,0.0678,56.39344262295082,85.0,1.22,Transbordamento,38.6,5.21,43.2,89.35185185185185,12.060185185185183,48.8,0.0,0.0,4.6,0.01,03
B187,0.0618,1.03,75,48.8,83.0,rua,0.4,18.75,0.12,68.8,0.0678,56.39344262295082,85.0,1.22,Transbordamento,40.39,4.24,43.71,92.40448409974834,9.700297414779229,48.8,0.0,0.0,3.69,0.03,03
B165,0.0618,3.06,75,48.8,83.0,rua,0.4,18.75,0.12,,,0.1111111111111111,85.0,1.08,Normal,40.48,4.24,43.86,92.2936616507068,9.667122663018697,48.8,0.0,0.0,3.75,0.03,03
BB166,0.0315,3.06,75,48.8,79.1,rua,0.4,18.75,0.12,,,0.1111111111111111,85.0,1.08,Normal,38.64,5.21,43.3,89.23787528868361,12.032332563510394,48.8,0.0,0.0,4.66,0.01,03
BB167,0.0315,3.06,75,48.8,79.1,rua,0.4,18.75,0.12,,,0.1111111111111111,85.0,1.08,Normal,38.64,5.21,43.3,89.23787528868361,12.032332563510394,48.8,0.0,0.0,4.66,0.01,03
B168,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.15,211.92,0.0542,201.82857142857145,85.0,1.05,Transbordamento,38.66,5.21,43.36,89.16051660516604,12.015682656826568,48.8,0.0,0.0,4.7,0.01,03
B169,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.15,211.92,0.0542,201.82857142857145,85.0,1.05,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B170,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.15,211.92,0.0542,201.82857142857145,85.0,1.05,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B171,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.15,211.92,0.0542,201.82857142857145,85.0,1.05,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B172,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.25,252.69,0.0405,280.76666666666665,85.0,0.9,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B173,0.0315,12.84,75,48.8,79.1,rua,0.4,18.75,0.25,252.69,0.0405,280.76666666666665,85.0,0.9,Transbordamento,38.66,5.21,42.9,90.11655011655012,12.144522144522146,48.8,0.0,0.0,4.71,0.01,03
B174,0.0315,12.84,75,48.8,79.1,rua,0.4,18.75,0.25,252.69,0.0405,280.76666666666665,85.0,0.9,Transbordamento,38.66,5.21,42.9,90.11655011655012,12.144522144522146,48.8,0.0,0.0,4.71,0.01,03
B175,0.0635,12.84,75,48.8,82.9,rua,0.6,18.75,0.47,64.79,0.0279,40.49375,85.0,1.6,Transbordamento,40.5,4.27,43.94,92.17114246700044,9.717796995903504,48.8,0.0,0.0,3.83,0.03,03
B150,0.0636,12.84,75,48.8,85.5,rua,0.4,18.75,0.17,,,0.1888888888888888,85.0,0.9,Normal,41.76,3.62,45.02,92.75877387827632,8.040870724122613,48.8,0.0,0.0,3.25,0.03,03
B151,0.0368,12.84,75,48.8,80.4,rua,0.4,18.75,0.21,128.19,0.0309,128.19,85.0,1.0,Transbordamento,39.29,4.89,43.71,89.88789750629145,11.187371310912834,48.8,0.0,0.0,4.41,0.02,03
B152,0.0368,12.84,75,48.8,80.1,rua,0.4,18.75,0.17,,,0.1888888888888888,85.0,0.9,Normal,39.15,4.96,43.63,89.73183589273435,11.368324547329818,48.8,0.0,0.0,4.48,0.02,03
B153,0.0341,9.33,75,48.8,79.8,rua,0.4,18.75,0.21,128.19,0.0309,128.19,85.0,1.0,Transbordamento,39.0,5.04,43.54,89.57280661460726,11.575562700964632,48.8,0.0,0.0,4.54,0.01,03
B154,0.0356,9.33,75,48.8,79.4,rua,0.4,18.75,0.16,44.68,0.043,42.55238095238095,85.0,1.05,Transbordamento,38.8,5.14,43.43,89.339166474787,11.8351370020723,48.8,0.0,0.0,4.63,0.02,03
B155,0.0371,9.33,75,48.8,79.4,rua,0.4,18.75,0.11,,,0.11,85.0,1.0,Normal,38.8,5.14,43.43,89.339166474787,11.8351370020723,48.8,0.0,0.0,4.63,0.02,03
B157,0.0323,9.33,75,48.8,79.3,rua,0.4,18.75,0.11,,,0.11,85.0,1.0,Normal,38.76,5.16,43.41,89.28818244644091,11.886662059433313,48.8,0.0,0.0,4.66,0.01,03
B158,0.0328,9.33,75,48.8,79.1,rua,0.4,18.75,0.16,44.68,0.043,42.55238095238095,85.0,1.05,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B159,0.035,3.06,75,48.8,78.8,rua,0.4,18.75,0.11,,,0.11,85.0,1.0,Normal,38.49,5.29,42.73,90.07722911303534,12.38006084717997,48.8,0.0,0.0,4.72,0.01,03
B160,0.0315,9.33,75,48.8,79.1,rua,0.4,18.75,0.16,44.68,0.043,42.55238095238095,85.0,1.05,Transbordamento,38.66,5.21,42.89,90.13756120307764,12.147353695500115,48.8,0.0,0.0,4.7,0.01,03
B161,0.0408,3.06,75,48.8,78.3,rua,0.4,18.75,0.11,,,0.11,85.0,1.0,Normal,38.23,5.41,42.56,89.82612781954886,12.711466165413537,48.8,0.0,0.0,4.81,0.02,03
B162,0.0315,3.06,75,48.8,79.1,rua,0.4,18.75,0.18,54.24,0.0534,50.22222222222222,85.0,1.08,Transbordamento,38.64,5.21,42.83,90.21713752042962,12.164370768153164,48.8,0.0,0.0,4.66,0.01,03
B163,0.0719,3.06,75,48.8,81.7,rua,0.4,18.75,0.06,31.79,0.0312,31.79,85.0,1.0,Transbordamento,39.84,4.57,43.45,91.6915995397008,10.51783659378596,48.8,0.0,0.0,4.01,0.03,03
B164,0.0908,3.06,75,48.8,83.6,rua,0.4,18.75,0.18,54.24,0.0534,50.22222222222222,85.0,1.08,Transbordamento,40.73,4.09,43.95,92.6734926052332,9.306029579067122,48.8,0.0,0.0,3.58,0.04,03
B210,0.9544,1.03,75,48.8,65.0,rua,0.4,138.0,0.52,281.14,0.361,0.105982905982906,85.0,1.17,Normal,31.56,8.73,37.89,83.29374505146477,23.04038004750594,48.8,0.0,0.0,22.11,0.36,03
B205,0.0644,1.03,75,48.8,83.2,rua,0.4,18.75,0.31,187.57,0.0594,187.57,85.0,1.0,Transbordamento,40.49,4.19,44.14,91.73085636610784,9.49252378794744,48.8,0.0,0.0,3.64,0.03,03
B206,0.0345,1.03,75,48.8,78.8,rua,0.4,18.75,0.31,187.57,0.0594,187.57,85.0,1.0,Transbordamento,38.45,5.29,43.1,89.21113689095128,12.273781902552203,48.8,0.0,0.0,4.66,0.01,03
B207,0.0375,1.03,75,48.8,78.5,rua,0.4,18.75,0.31,187.57,0.0594,187.57,85.0,1.0,Transbordamento,38.29,5.36,43.0,89.04651162790698,12.465116279069768,48.8,0.0,0.0,4.71,0.02,03
B208,0.0416,1.03,75,48.8,78.2,rua,0.4,18.75,0.22,127.98,0.038,110.32758620689656,85.0,1.16,Transbordamento,38.13,5.44,42.89,88.90184192119376,12.683609232921429,48.8,0.0,0.0,4.76,0.02,03
B209,0.047,1.03,75,48.8,78.0,rua,0.4,18.75,0.22,127.98,0.038,110.32758620689656,85.0,1.16,Transbordamento,38.02,5.49,42.8,88.83177570093459,12.82710280373832,48.8,0.0,0.0,4.78,0.02,03
B211,0.0691,1.0,75,48.8,82.5,rua,0.4,18.75,0.18,90.36,0.0303,90.36,85.0,1.0,Transbordamento,40.13,4.37,43.9,91.4123006833713,9.954441913439636,48.8,0.0,0.0,3.78,0.03,03
B212,0.0328,2.39,75,48.8,78.5,rua,0.4,18.75,0.09,60.23,0.059,60.23,85.0,1.0,Transbordamento,38.34,5.36,43.11,88.93528183716076,12.433310136859198,48.8,0.0,0.0,4.78,0.01,03
B213,0.0371,2.39,75,48.8,78.2,rua,0.4,18.75,0.09,60.23,0.059,60.23,85.0,1.0,Transbordamento,38.18,5.44,43.01,88.77005347593582,12.64822134387352,48.8,0.0,0.0,4.83,0.02,03
B214,0.0667,2.39,75,48.8,79.7,rua,0.4,18.75,0.09,60.23,0.059,60.23,85.0,1.0,Transbordamento,38.86,5.06,43.29,89.76668976668977,11.688611688611688,48.8,0.0,0.0,4.43,0.03,03
B215,0.0524,4.16,75,48.8,78.0,rua,0.4,18.75,0.11,56.09,0.0549,56.09,85.0,1.0,Transbordamento,38.08,5.49,42.94,88.68188169538892,12.785281788542152,48.8,0.0,0.0,4.86,0.02,03
B216,0.0747,4.16,75,48.8,79.8,rua,0.4,18.75,0.11,56.09,0.0549,56.09,85.0,1.0,Transbordamento,38.93,5.04,43.36,89.78321033210332,11.623616236162365,48.8,0.0,0.0,4.43,0.03,03
B217,0.0315,1.79,75,48.8,79.1,rua,0.4,18.75,0.12,59.3,0.0577,59.3,85.0,1.0,Transbordamento,38.62,5.21,43.26,89.27415626444753,12.043458159963016,48.8,0.0,0.0,4.63,0.01,03
B218,0.0315,1.79,75,48.8,79.1,rua,0.4,18.75,0.12,59.3,0.0577,59.3,85.0,1.0,Transbordamento,38.62,5.21,43.26,89.27415626444753,12.043458159963016,48.8,0.0,0.0,4.63,0.01,03
B219,0.0315,1.79,75,48.8,79.1,rua,0.4,18.75,0.12,59.3,0.0577,59.3,85.0,1.0,Transbordamento,38.62,5.21,43.26,89.27415626444753,12.043458159963016,48.8,0.0,0.0,4.63,0.01,03
B220,0.0391,1.79,75,48.8,78.2,rua,0.4,18.75,0.12,59.3,0.0577,59.3,85.0,1.0,Transbordamento,38.17,5.44,42.97,88.82941587153829,12.659995345589948,48.8,0.0,0.0,4.8,0.02,03
B221,0.0874,6.0,75,48.8,81.6,rua,0.4,18.75,0.09,39.12,0.0383,39.12,85.0,1.0,Transbordamento,39.81,4.59,43.86,90.76607387140903,10.465116279069766,48.8,0.0,0.0,4.05,0.04,03
B224,0.0315,6.0,75,48.8,79.1,rua,0.4,18.75,0.11,52.56,0.0509,52.56,85.0,1.0,Transbordamento,38.65,5.21,43.34,89.17858790955236,12.021227503461004,48.8,0.0,0.0,4.69,0.01,03
B223,0.0315,6.0,75,48.8,79.1,rua,0.4,18.75,0.11,52.56,0.0509,52.56,85.0,1.0,Transbordamento,38.65,5.21,43.34,89.17858790955236,12.021227503461004,48.8,0.0,0.0,4.69,0.01,03
B222,0.053,2.57,75,48.8,84.3,rua,0.4,18.75,0.11,52.56,0.0509,52.56,85.0,1.0,Transbordamento,41.13,3.92,44.6,92.21973094170404,8.789237668161434,48.8,0.0,0.0,3.48,0.02,03
P1,,,75,48.8,,rua,,,0.0,0.0,0.136,,,1.0,,136.0,,,,,,,,,,03
P2,,,75,48.8,,rua,,,0.0,0.0,0.302,,,1.0,,302.0,,,,,,,,,,03
P3,,,75,48.8,,rua,,,0.0,0.0,0.583,,,0.98,,583.0,,,,,,,,,,03
P4,,,75,48.8,,rua,,,0.0,0.0,0.751,,,0.98,,751.0,,,,,,,,,,03
P5,,,75,48.8,,rua,,,0.0,0.0,0.757,,,1.0,,757.0,,,,,,,,,,03
P6,,,75,48.8,,rua,,,0.0,0.0,0.926,,,1.0,,926.0,,,,,,,,,,03
P7,,,75,48.8,,rua,,,0.0,0.0,0.83,,,1.0,,830.0,,,,,,,,,,03
P8,,,75,48.8,,rua,,,0.0,0.0,0.201,,,1.0,,201.0,,,,,,,,,,03
P9,,,75,48.8,,rua,,,0.0,0.0,0.371,,,1.0,,371.0,,,,,,,,,,03
P10,,,75,48.8,,rua,,,41.4,41.4,0.0405,,,1.23,,40.5,,,,,,,,,,03
P11,,,75,48.8,,rua,,,461.88,461.88,0.0404,,,1.23,,40.4,,,,,,,,,,03
P12,,,75,48.8,,rua,,,58.71,58.71,0.0583,,,1.23,,58.3,,,,,,,,,,03
P13,,,75,48.8,,rua,,,566.29,566.29,0.0497,,,1.2,,49.7,,,,,,,,,,03
P17,,,75,48.8,,rua,,,0.6,0.6,,,,1.0,,,,,,,,,,,,03
P18,,,75,48.8,,rua,,,0.0,0.0,0.001,,,1.0,,1.0,,,,,,,,,,03
P19,,,75,48.8,,rua,,,0.531,0.531,,,,1.0,,,,,,,,,,,,03
P20,,,75,48.8,,rua,,,0.0,0.0,0.085,,,1.0,,85.0,,,,,,,,,,03
P23,,,75,48.8,,rua,,,0.353,0.353,0.027,,,1.0,,27.0,,,,,,,,,,03
P24,,,75,48.8,,rua,,,0.722,0.722,0.027,,,1.205,,27.0,,,,,,,,,,03
P25,,,75,48.8,,rua,,,41.24,41.24,0.0404,,,1.18,,40.4,,,,,,,,,,03
P26,,,75,48.8,,rua,,,432.02,432.02,0.0404,,,1.2,,40.4,,,,,,,,,,03
P27,,,75,48.8,,rua,,,41.24,41.24,0.0404,,,1.65,,40.4,,,,,,,,,,03
P28,,,75,48.8,,rua,,,488.39,488.39,0.0404,,,1.2,,40.4,,,,,,,,,,03
P29,,,75,48.8,,rua,,,54.53,54.53,0.0539,,,1.65,,53.900000000000006,,,,,,,,,,03
P30,,,75,48.8,,rua,,,599.95,599.95,0.0589,,,1.25,,58.9,,,,,,,,,,03
P31,,,75,48.8,,rua,,,0.151,0.151,0.0271,,,1.8,,27.1,,,,,,,,,,03
P32,,,75,48.8,,rua,,,,,,,,1.55,,,,,,,,,,,,03
P33,,,75,48.8,,rua,,,42.07,42.07,0.0405,,,1.6,,40.5,,,,,,,,,,03
P34,,,75,48.8,,rua,,,,,,,,1.6,,,,,,,,,,,,03
P35,,,75,48.8,,rua,,,28.04,28.04,0.027,,,1.78,,27.0,,,,,,,,,,03
P36,,,75,48.8,,rua,,,,,,,,1.78,,,,,,,,,,,,03
P37,,,75,48.8,,rua,,,0.15,,,,,1.5,,,,,,,,,,,,03
P38,,,75,48.8,,rua,,,,,,,,1.5,,,,,,,,,,,,03
P39,,,75,48.8,,rua,,,0.322,0.322,,,,1.0,,,,,,,,,,,,03
P40,,,75,48.8,,rua,,,0.46,0.46,,,,1.0,,,,,,,,,,,,03
P41,,,75,48.8,,rua,,,0.0,0.0,0.0,,,1.075,,0.0,,,,,,,,,,03
P42,,,75,48.8,,rua,,,0.0,0.0,0.523,,,1.075,,523.0,,,,,,,,,,03
P43,,,75,48.8,,rua,,,0.0,0.0,0.303,,,1.0,,303.0,,,,,,,,,,03
P44,,,75,48.8,,rua,,,0.0,0.0,0.468,,,1.0,,468.0,,,,,,,,,,03
P45,,,75,48.8,,rua,,,0.0,0.0,0.332,,,1.0,,332.0,,,,,,,,,,03
